uuid,name,brand,gender,price,description,primary_color,label,size,kids
0d3b1b5a-3d8d-406f-b953-5b506b8f5665,SEJ by Nisha Gupta Red & Black Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,11.99,"Set content: 1 open dry binColour: Red, black and whitePattern: Floral printShape: Rectangular", Red,longsleeve,XS,true
0ff16b4c-4d65-45ed-bcc3-ee9b325ee011,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,8.81,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one pocket",Blue,longsleeve,M,true
0ef8124f-0344-49b4-901c-b583f2e66c4b,Bubblegummers Girls Beige Embellished Open Toe Flats,Bubblegummers,Girls,4.79,"A pair of beige embellished open-toed flats, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 2 monthsWarranty provided by brand owner/manufacturer", Beige,longsleeve,M,true
11bd32f7-4455-4d17-9607-031854e8db1f,JBN Creation Boys Green & Brown Sherwani Set,JBN Creation,Boys,13.85,"Green and brown sherwaniGreen woven design sherwani, has a mandarin collar, a full button placket, a welt pocket, multipple slitsComes with a pocket squareA pair of brown mid-rise pyjama with gathers and pleats, has an elasticated waistband", Green,longsleeve,S,true
0e20abb0-d56a-4f83-b254-9db70fb92794,Gini and Jony Boys Navy Blue Printed Round Neck T-shirt,Gini and Jony,Boys,7.55,"Navy Blue printed T-shirt, has a round neck, short sleeves, and 1 pocket",Blue,longsleeve,XS,true
107dd572-7136-4eac-a255-1883467e6a62,DKNY Unisex Silver-Toned Textured Cabin Trolley Bag,DKNY,Unisex,168.48,"Silver-toned textured cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Red,longsleeve,XL,false
120db955-d975-4be6-b2d8-b09ab17e7b7c,PARFAIT Plus Size Beige Self Design Underwired Lightly Padded Plunge Bra,PARFAIT,Women,20.15,Beige self design medium-coverage Plunge bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red,longsleeve,XS,true
1238d068-c9e6-4b79-a8cc-7a2b30f9770d,JC Collection Women Black And Red Floral Printed Fit and Flare Dress,JC Collection,Women,74.47,"Black and Green printed woven fit and flare dress, has a shirt collar, three-quarter sleeves, zip closure, an attached lining, and flared hem", Red,longsleeve,S,false
122281c8-223c-48fc-853d-b92dd5e90d5b,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,22.68,Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumSwitch Type: Toggle Button, Gold,longsleeve,L,true
1322a86d-a299-4bca-8da2-25120910079a,Rozia Deep Professions Hair Curler HR783,Rozia,Women,12.52,Deep Professions Hair Curler HR783,,longsleeve,XS,true
1267fb67-35a0-4eda-965e-c13669cc868a,her by invictus Women Black Cushioned Slip-On Shoes,her by invictus,Women,15.59,"A pair of pointed closed toe black slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole", Black,longsleeve,L,true
111f1db6-391c-4a82-b2e8-999a7fbcd886,Puma Unisex White Smash Perf Sneakers,Puma,Unisex,28.79,"Product Design DetailsClassic tennis-inspired silhouetteEasy slip-on structureLeather upper with full lace closureFull rubber outsole provides better grip and tractionPUMA No. 2 Logo across lateral upper, outsole, and tongue tabPerforated PUMA Formstrip designWarranty: 3 monthsWarranty provided by brand/manufacturerPRODUCT STORYThe PUMA Smash v2 is the latest interpretation of the PUMA Smash icon. The tennis-inspired silhouette features a soft leather upper with perforated PUMA Formstrip design. A classic look for everyday style.", White,longsleeve,L,true
14b030c6-7721-42c3-acdf-a4b2f9fad919,Hoopers Men Black Textured Mid-Top Sneakers,Hoopers,Men,20.15,"A pair of round-toe black sneakers, has mid-top styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Red,longsleeve,M,true
14c2f75c-458b-49cc-b3c7-5d4c30d416a7,Lady Lyka Women Red and White Pack of 2 Beginners Bras ATHLETE-RED-WHT-Multi,Lady Lyka,Women,5.1,Pack of 2 Red and white solid medium-coverage beginners braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red,longsleeve,M,true
1468e9b6-1856-4cfa-aefd-3bfc3e59d4e3,Difference of Opinion Men Black & Grey Colourblocked Round Neck T-shirt,Difference of Opinion,Men,5.99,"Black and grey colourblocked T-shirt, has a round neck, long sleeves", Black,longsleeve,M,true
16e5d441-1398-411e-b013-0374019e32a3,Peter England Casuals Men Blue & White Slim Fit Printed Casual Shirt,Peter England Casuals,Men,9.98,"Blue and white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,XL,true
16d5fbeb-bc4b-43ab-9bc6-89a385d42dd3,Lady Lyka Women Beige and Brown Pack of 2 Everyday Bras ENTIZER-11-SKN-BRN-Multi,Lady Lyka,Women,6.12,Pack of 2 Beige and brown solid medium-coverage Everyday braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Brown,longsleeve,S,true
16ebb1d5-e781-49bc-8461-f2b1b9226c20,Bubblegummers Boys Purple Printed Sports Sandals,Bubblegummers,Boys,8.39,A pair of purple sports sandalsSynthetic upper with velcro closureCushioned footbedPatterned rubber outsoleWarranty: 2 monthsWarranty provided by brand/manufacturer, Purple,longsleeve,M,false
17a8b1aa-5aaa-47ac-8de1-5d2c9d0f83f1,Parx Men Navy Blue & Green Slim Fit Printed Casual Shirt,Parx,Men,11.75,"Navy Blue and green printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,L,true
1823c84a-dc6f-4edc-ae75-b54303132369,Honey by Pantaloons Women White Striped Shirt Style Top,Honey by Pantaloons,Women,4.31,"White and Red striped woven shirt style  top, has a mandarin collar, short sleeves, and button closure", White,longsleeve,XL,false
17982ffc-9631-4afc-bb57-5881c740c8f0,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Low Distress Stretchable Jeans,SPYKAR,Women,15.65,"Blue light wash 5-pocket high-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Blue,longsleeve,XS,false
18d2f018-1094-44f5-b047-e03518ac12c6,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Jeans,SPYKAR,Women,10.79,"Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,longsleeve,XS,true
186eb9e1-79fa-4aba-97c8-f2da0e6a2413,Gini and Jony Girls White & Blue Printed A-Line Dress,Gini and Jony,Girls,8.81,"White and blue printed woven A-line dress, has shoulder straps with tie-up neck, sleeveless, an attached lining, and flared hem",Blue,longsleeve,XS,true
19c31480-4d55-472e-ae52-a2df4e33c7ea,HIGHLANDER Men Black Slim Fit Checked Regular Trousers,HIGHLANDER,Men,15.59,"Black checked mid-rise regular trousers, has a button closure, four pockets", Black,longsleeve,L,false
1983f48a-882b-4bae-9eba-5f0373a317a7,HIGHLANDER Men Olive Green Striped Round Neck T-shirt,HIGHLANDER,Men,8.39,"Olive green and Navy Blue striped T-shirt, has a round neck, and short sleeves", Green,longsleeve,XS,false
18e81896-42c0-495c-a8f0-41e7fc486411,MANGO Women Black Slim Fit Solid Cargos,MANGO,Women,20.59,"Black solid mid-rise cargos, has a waistband with belt loops, button closure, zip fly, and six pockets", Black,longsleeve,XS,true
1a1b2429-4235-486e-9a97-afb7acb116e1,Difference of Opinion Men Mustard Yellow Solid Round Neck T-shirt With Side Strip Detail,Difference of Opinion,Men,5.99,"Mustard yellow solid T-shirt, has a round neck, long sleeves with side strip detail", Yellow,longsleeve,S,false
1a5aa128-26b7-4a79-8fb1-2873ebb9fa2a,ID Men Black Solid Formal Leather Derbys,ID,Men,16.99,"A pair of black round-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured TPR outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Black,longsleeve,M,true
1ac2a1f2-8715-4719-9ba1-87256fb4b9cf,Police Women Exotic Eau De Toilette 100 ml,Police,Women,15.08,"NotesTop note: Green appleHeart note: Pepper, nutmeg, cardamom and jasmineBase note: Amber and musk",,longsleeve,XS,true
1ad60e4e-c2ea-4e4c-9e86-48cf27674802,JEWEL JUNCTION Black Geometric Cufflinks,JEWEL JUNCTION,Men,6.47,A pair of black geometric solid cufflinksComes in a signature JEWEL JUNCTION case, Black,longsleeve,XL,true
1b194ffe-2b95-4c02-a19b-f52fce3cfd62,Pink Cow Girls Blue Fit and Flare Dress,Pink Cow,Girls,45.6,"Blue embellished woven fit and flare %S, has a round neck, sleeveless, zip closure, an attached lining, and flared hem",Blue,longsleeve,XL,true
1b499ee5-b290-43d5-ae17-05d5b38c4f9c,her by invictus Women Dark Brown Solid Cushioned Mules,her by invictus,Women,21.59,"A pair of dark brown solid pointed toe mules with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, no back strap detailSynthetic upperFoam cushioned footbedTextured and patterned outsole", Brown,longsleeve,XL,true
1b66c18a-6866-4e0e-a580-f0e65a23bd10,Raymond Men Blue Solid Polo Collar T-shirt,Raymond,Men,10.79,"Blue solid T-shirt, has a polo collar, short sleeves",Blue,longsleeve,L,true
1edf84fb-5bd8-4eeb-b4df-e908b76a5ca2,Xpose Women Olive Green Camouflage Print Skinny Fit Regular Shorts,Xpose,Women,8.81,"Olive green printed high-rise regular shorts, has an elasticated waistband with drawstring closure, two pockets", Green,longsleeve,S,false
1e48d32e-e88a-4435-b06a-c9fb20697647,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,9.65,"Blue printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,S,true
21d5734b-6bb8-4fe2-92fb-187bf8eed730,Michael Kors Men Extreme Night Eau De Toilette Perfume 120 ml,Michael Kors,Men,68.58,"Notes Top notes: Black pepper, Nutmeg, BergamotHeart notes: Cypress, Clary sage, Lily Base notes: Orris, Sandalwood, Cedar, Musk, Tonka Bean, Vanilla",,longsleeve,XL,false
21b775d5-45f8-4258-8b77-1cc6757c2a82,Campus Sutra Men Grey Solid Mandarin Collar T-shirt,Campus Sutra,Men,15.59,"Grey solid T-shirt, has a mandarin collar, long sleeves", Grey,longsleeve,L,true
1f56142e-9b39-4dc3-86ff-06fd5c7ee774,Crimsoune Club Men Navy Blue Slim Fit Mid-Rise Clean Look Jeans,Crimsoune Club,Men,27.59,"Navy Blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Blue,longsleeve,L,false
226e8676-f121-4601-a544-a204fc0541c2,Parx Men Yellow Slim Fit Solid Casual Shirt,Parx,Men,7.34,"Yellow solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Yellow,longsleeve,M,true
226616d8-6ace-49c5-a81c-d229b5471351,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,8.87,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,L,false
1fae808a-2c24-4790-8514-fd39e1a67219,PARFAIT Plus Size Off-White Lace Non-Wired Non Padded Bralette P5482,PARFAIT,Women,20.15,Off-White lace full-coverage Bralette Non Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: Side Bone, Red,longsleeve,XS,true
21183cf1-c20b-4a86-8e86-ab5ca9b26c06,Parx Men Purple Slim Fit Self Design Casual Shirt,Parx,Men,7.76,"Purple self-design casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Purple,longsleeve,XS,true
2116e249-2f93-4f3e-9fff-e55ea9464cd6,Gini and Jony Boys Black Regular Fit Solid Formal Trousers,Gini and Jony,Boys,13.43,"Black solid mid-rise trousers, zip closure, and 4 pockets", Black,longsleeve,XL,true
23fc9080-d15c-4183-8b28-98cf54aaba1c,Lakme Absolute Matte Melt Liquid Lip Color 13 Pink Silk,Lakme,Women,4.8,Lakme Absolute Matte Melt Liquid Lip ColorShade name: 13 Pink Silk, Pink,longsleeve,M,false
252363a7-81a6-41dc-b468-e009177ff176,HIGHLANDER Men Off-White & Yellow Slim Fit Checked Casual Shirt,HIGHLANDER,Men,8.39,"Off-White and yellow checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Yellow,longsleeve,M,false
283f8e5a-7d4f-4340-ba65-0f772a93cf25,TAYHAA Black & White Square Photo Frame,TAYHAA,Unisex,5.4,Set Content: 1 photo frameColour: Black and whiteFrame Pattern: SolidShape: SquareMaterial: Acrylic, Black,longsleeve,XL,false
2153199f-0a48-4334-bb12-51e07486b5c0,Shoe Couture Women Peach-Coloured Self-Striped Sneakers,Shoe Couture,Women,17.27,"A pair of round-toe self-striped peach-coloured sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole", Red,longsleeve,L,true
23734b82-ce10-4d5a-819d-aaa3bad90982,Spray Vaporisateur Women Edp 100Ml,Michael Kors,Women,95.04,"A modern scent of contrasting notes, this 'Spray Vapourisateur Women EDP' from Michael Kors will meet its match with the modern woman. This EDP is created by the harmonious fusing of aromatic notes of freesia, incense, Chinese osmanthus, tamarind, tuberose, iris, peony, orris root, calla lily, musk, cashmere wood and vetiver. This EDP comes in a minimal, premium bottle with a silver coloured cap. This EDP comes in a 100 ml pack.",,longsleeve,S,false
21f0effd-0560-46c1-8486-4d9f1310abcb,HIGHLANDER Men White & Blue Slim Fit Striped Casual Shirt,HIGHLANDER,Men,8.39,"White and blue striped casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,L,false
22d1bf2d-56ff-4094-adcd-0ce3a47e69a1,DAVID BECKHAM Men Classic Blue Eau De Toilette 90ml,DAVID BECKHAM,Men,20.88,"DAVID BECKHAM Men Classic Blue Eau De Toilette sprayMedium perfumeLasts for two to three hoursFruity fragranceNotes:Top notes: pineapple, grapefruit and violet leafHeart notes: geranium, clary sage and appleBase notes: cashmere, patchouli and moss",Blue,longsleeve,XS,false
29ac1127-df39-48da-ac04-77981dfab4e9,JEWEL JUNCTION Men Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,6.47,A pair of silver-toned and black geometric textured cufflinks, Silver,longsleeve,M,false
29e42d8d-ea01-40d3-b82b-002c4343ed93,Gini and Jony Girls Blue & White Printed Round Neck T-shirt,Gini and Jony,Girls,6.71,"Blue and white printed T-shirt, has a round neck, and short sleeves",Blue,longsleeve,XL,true
2a7c343b-733a-4870-8c2e-a76109dbec68,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,20.78,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White,longsleeve,XL,false
23c7e9ee-9826-49e4-9466-b30db885ab6e,Rozia Hair Crimper Corn Styler HR780,Rozia,Women,9.59,Hair Crimper Corn Styler HR780,,longsleeve,S,false
27be613c-d612-422a-94d8-d24db3efe1eb,SHOWOFF Men Khaki Solid Slim Fit Regular Shorts,SHOWOFF,Men,9.49,"Khaki solid low-rise regular shorts, has four pockets, a button closure", Khaki,longsleeve,L,false
284568fb-9be0-4572-ad8a-870ed5049894,Vishudh Women Coral Embroidered Kurta with Palazzos,Vishudh,Women,13.67,"Coral embroidered kurta with palazzos Coral A-line calf length kurta, has a round neck, three-quarter sleeves, flared hem Coral solid palazzos, slip-on closure", Red,longsleeve,M,true
2b473d79-afbd-4027-ab68-4bc3f04d7569,Parx Men Green Tapered Fit Solid Regular Trousers,Parx,Men,9.65,"Green solid mid-rise regular trousers, has a button closure, four pocketsNote: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt.", Green,longsleeve,XS,true
28f849c5-36f2-4f23-9f0f-7fbdd3e93d61,Blue Solid Pullover,GAS,Men,39.53,"Keep yourself warm and look smart donning this grey sweater from GAS, featuring horizontal pinstripes. With full sleeves and knitted texture, this sweater is a great pick for mild winters. Team it with washed denims and sneakers. Contrast hem, cuffs and neck Knitted Horizontal pinstripes",Blue,longsleeve,S,true
2c283f21-5c5c-4f0d-818a-c66d42e29fbe,PARFAIT Plus Size Navy Blue Solid Non-Wired Non Padded Everyday Bra P5641,PARFAIT,Women,19.31,Navy blue solid full-coverage everyday bra with lace detailNon padded and non-wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: Side Bone,Blue,longsleeve,M,false
2d2b50e7-cf87-49fb-9981-c0e364005332,Gini and Jony Boys Grey Solid Regular Fit Regular Shorts,Gini and Jony,Boys,4.61,"Grey solid mid-rise regular shorts, has 3 pockets, and drawstring closure", Grey,longsleeve,S,false
2e2caac6-b1a0-4466-a998-0fa5f1554818,Campus Sutra Men Black & Grey Melange Standard Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,5.39,"Black and grey melange colourblocked casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Black,longsleeve,XS,true
29ae51b5-ca6f-4c75-938b-04f29177dbc6,ColorPlus Men Grey & Blue Regular Fit Checked Casual Shirt,ColorPlus,Men,15.35,"Grey and blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,XS,false
2a2e7f21-0d3d-4730-8e42-45dfc0489c4b,Urban Dog Men Grey Solid Regular Fit Sports Shorts,Urban Dog,Men,4.79,"Grey solid mid-rise sports shorts, has two pockets, a drawstring closure", Grey,longsleeve,L,true
2f891a3a-b53c-4619-92a0-51236080811c,PARFAIT Plus Size Women Burgundy Lace Boy Shorts 2805,PARFAIT,Women,10.79,"Burgundy lace low-rise boy shorts, has an inner elasticated waistband with bow detailing, double layered gusset", Burgundy,longsleeve,L,false
2abc4569-7d77-4fb3-af8c-cab6421b5cf9,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,6.47,A pair of silver-toned geometric checked cufflinksComes in a signature JEWEL JUNCTION case, Silver,longsleeve,L,false
2bd016a4-6026-4e31-81f6-3ee12d3e59a5,SEJ by Nisha Gupta Yellow & Pink Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,11.99,Set content: 1 open dry binColour: Yellow and pinkPattern: Bird printShape: Rectangular, Yellow,longsleeve,XL,false
2b41ceef-e71c-4229-86fc-e7b50a6ef8c5,Ishin Women Pink & White Block Print Kurta with Palazzos,Ishin,Women,17.69,"Pink and white Block printed kurta with palazzosPink and white printed straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsPink and white Printed palazzos, has elasticated waistband, slip-on closure", White,longsleeve,L,false
2ccdf961-afe2-47a3-bf38-5e84ae6e9b0a,FIDO DIDO Men Grey Colourblocked Polo Collar T-shirt,FIDO DIDO,Men,15.59,"Grey and black colourblocked T-shirt,has polo neck collar,short sleeves", Grey,longsleeve,XL,true
31c0316b-d4b5-4c93-809d-a7d97f6c077a,DKNY Unisex Black Cabin Trolley Bag,DKNY,Unisex,160.38,"Black textured cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, an inner mesh zip compartment, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Black,longsleeve,S,true
2dc56ede-fae7-4a74-9ba1-e7084e21d142,PARFAIT Plus Size Navy Blue  Grey Printed Underwired Non Padded Everyday Bra P5372,PARFAIT,Women,20.99,Black and Green printed full-coverage Everyday bra with lace detailingNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,Blue,longsleeve,L,true
32f7bb4b-cf54-4b56-bf99-77eeb1d68bc5,Lady Lyka Women White and Black Pack of 2 Everyday Bras MONALISA-WHT-BLK-Multi,Lady Lyka,Women,7.12,Pack of 2 Black and white solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Black,longsleeve,L,false
3310d6ef-3e28-4a4d-9311-b9e47f0216b3,Soie Green Lace Non-Wired Non Padded full coverage Everyday Bra FB-705 Green,Soie,Women,11.86,Green lace full-coverage Everyday braNon Padded and Non-Wired seamless lace cupsRegular straps and back closureEliminates side bulgesDouble layered wingsThe cups contain sandwiched soft brushed fabric for no show apex., Green,longsleeve,XS,true
34c466b5-ad3e-431e-9fb3-6326fd4b1940,Homesake Gold-Toned & Green Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,20.78,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and greenPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, Green,longsleeve,S,true
357fd0d6-e474-4a40-a8fe-e80a6d5082f7,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-PPL-SKN,Lady Lyka,Women,5.1,Beige and Purple solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,,longsleeve,XL,true
361ad3bb-6814-4924-8144-dbb0d65214c7,MIMOSA Beige Art Silk Woven Design Kanjeevaram Saree,MIMOSA,Women,14.34,"Design Detail:Beige woven design saree, has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.Fabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers.", Beige,longsleeve,M,true
2e688422-7be9-415a-94e6-488065873b40,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Striped Jeans,SPYKAR,Women,13.49,"Blue medium wash 5-pocket high-rise striped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,longsleeve,S,false
2f09caed-4396-4123-a97d-797b57dddc9b,Tokyo Talkies Women Teal & Red Floral Print Maxi Dress,Tokyo Talkies,Women,15.59,"Teal and red printed woven maxi dress, has a mock neck, three-quarter sleeves, concealed zip closure,, flared hem", Red,longsleeve,L,false
2e9e7385-ae2f-45ce-bacd-0e9a22fd877f,Lady Lyka Women Beige and Burgundy Pack of 2 Everyday Bras ENTIZER-11-SKN-WHN-Multi,Lady Lyka,Women,6.12,Pack of 2 Beige and burgundy solid medium-coverage Everyday braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Beige,longsleeve,XL,true
387d935f-a648-4d15-9aca-ae74c1e7b2a5,VASTRAMAY Boys Gold-Toned Self Design Kurta with Churidar & Jacket,VASTRAMAY,Boys,17.63,"Gold-Toned self design kurta with churidarGold-Toned straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-Toned solid churidar, slip-on closureGold-toned Nehru jacket, has a mandarin collar, button closure, sleeveless, three pockets", Gold,longsleeve,XL,false
38bf9790-f653-453b-96b4-72a298413eb7,her by invictus Women Nude-Coloured Cushioned Monks,her by invictus,Women,10.07,"A pair of round closed toe nude coloured monks with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, and closed backSynthetic Suede upperFoam Cushioned footbedTextured and patterned outsole", Red,longsleeve,L,false
390960ff-3a5f-4e8b-a025-f967aa2a435b,Raymond Men Orange Solid Polo Collar T-shirt,Raymond,Men,9.71,T-shirt, Orange,longsleeve,XS,true
3a15b3b8-d643-4e94-bf21-81bbb35c773a,Vishudh Women Peach-Coloured Floral Print Fit and Flare Dress,Vishudh,Women,15.59,"Peach-Coloured printed woven fit and flare dress, has a mandarin collar, three-quarter sleeves, button closure,, flared hem", Red,longsleeve,L,false
3a8bad5b-d630-4413-b5cf-badb68cbc2d0,Parx Men Green Printed Round Neck T-shirt,Parx,Men,6.04,"Green printed t-shirt, has a round neck, short sleeves", Green,longsleeve,XL,false
3b062efe-02a6-4e19-a280-739f366d1d92,Campus Sutra Men White & Blue Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,15.59,"White and blue colourblocked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,longsleeve,XS,false
3b956cdc-695c-4ee9-bb33-a01136872221,ID Men Brown Leather Sneakers,ID,Men,14.3,"A pair of round-toe brown sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown,longsleeve,XS,true
3c703f9d-4b72-4449-89b8-707ba9f32a86,DOROTHY PERKINS Women Burgundy Solid A-Line Skirt,DOROTHY PERKINS,Women,15.59,"Burgundy solid knitted above knee A-line skirt with button detail on waistband, has a concealed zip closure, straight hem ", Burgundy,longsleeve,XS,true
303bb705-52f9-4f1d-9b8c-8a514157f5d6,HIGHLANDER Men Black Slim Fit Striped Regular Trousers,HIGHLANDER,Men,15.59,"Black striped mid-rise regular trousers, has a button closure, four pockets", Black,longsleeve,XL,true
31300080-1a75-43ad-a301-4c45cfdde876,JEWEL JUNCTION Gold-Toned Rectangle Cufflinks,JEWEL JUNCTION,Men,6.47,A pair of gold-toned rectangle textured cufflinksComes in a signature JEWEL JUNCTION case, Gold,longsleeve,XS,false
3e6352b9-9e25-4de0-a568-9446d8f61922,VASTRAMAY Men Coffee Brown Striped Straight Kurta,VASTRAMAY,Men,9.89,"Coffee Brown striped straight kurta,mandarin collar,long sleeves", Brown,longsleeve,XL,true
3131d235-b604-4170-b078-bc1d86f26943,AccessHer Gold-Plated & Green Embellished Goddess Lakshmi-Shaped Brooch,AccessHer,Women,7.5,"Antique gold toned and green saree pin with Lakshmi goddess temple design studded with stone, gold-platedSecured with a safety pin closure", Green,longsleeve,L,true
3265bffb-aabf-4a7d-a2f9-a38a0a1d01ff,Gini and Jony Boys Navy Blue Regular Fit Solid Casual Shirt,Gini and Jony,Boys,8.63,"Navy Blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,longsleeve,S,true
4099acf4-21f3-434d-a10b-1bccad17039b,MIMOSA Coral Pink Poly Crepe Checked Kanjeevaram Saree,MIMOSA,Women,20.51,"Design Detail:Coral pink checked saree, has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.", Pink,longsleeve,M,true
427d9739-ea21-4885-b9c2-31ccde4af5f0,MBE Black & Gold-Toned Printed Dupatta,MBE,Women,8.41,"Black printed dupatta, printed border", Black,longsleeve,S,false
414cf5c9-f0eb-4f7e-a20a-7ef77ef2e06f,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,22.03,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: CylinderShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White,longsleeve,XS,true
4338519e-515a-46e2-8443-4d3213426d2e,Gini and Jony Boys Rust Red & Navy Blue Striped Round Neck T-shirt with Applique Detail,Gini and Jony,Boys,3.95,"Rust red and Navy Blue striped T-shirt with applique detail, has a round neck, and short sleeves",Blue,longsleeve,L,false
33734ef5-f035-461e-96d0-9115d2de49e8,HIGHLANDER Men Off-White & Grey Slim Fit Checked Regular Trousers,HIGHLANDER,Men,15.59,"Off-White and grey checked mid-rise regular trousers, has a button closure, four pockets", White,longsleeve,M,true
